timestamp,open,high,low,close
2019-01-01T09:43:00+0530,27101.5,27103.35,27090.25,27092.25
2019-01-01T09:44:00+0530,27095.85,27103.9,27092.4,27103.6
2019-01-01T09:45:00+0530,27104.7,27119.1,27100.25,27109.8
2019-01-01T09:46:00+0530,27110.85,27114.8,27108.9,27108.9
2019-01-01T09:47:00+0530,27111.2,27116.45,27104.9,27104.9
2019-01-01T09:48:00+0530,27102.6,27106.45,27094.85,27096.9
2019-01-01T09:49:00+0530,27095.35,27097.65,27083.4,27086.35
2019-01-01T09:50:00+0530,27089.15,27092.65,27081.35,27089.5
2019-01-01T09:51:00+0530,27089.8,27092.15,27082.95,27089.8
2019-01-01T09:52:00+0530,27090.2,27094.8,27088.25,27090.1
2019-01-01T09:53:00+0530,27088.85,27091.2,27084.95,27089
2019-01-01T09:54:00+0530,27088.25,27088.95,27065,27068.65
2019-01-01T09:55:00+0530,27065.65,27068.85,27048.25,27051.2
2019-01-01T09:56:00+0530,27049.85,27055.65,27035.7,27053.15
2019-01-01T09:57:00+0530,27052.05,27076.4,27047.35,27074.8
2019-01-01T09:58:00+0530,27076.5,27076.5,27062.1,27062.1
2019-01-01T09:59:00+0530,27063.95,27063.95,27048.15,27052.7
2019-01-01T10:00:00+0530,27051.65,27054.95,27038.8,27047.9
2019-01-01T10:01:00+0530,27048.5,27055.7,27045.65,27049.85
2019-01-01T10:02:00+0530,27050.1,27063.9,27048.5,27061.15
2019-01-01T10:03:00+0530,27059.35,27063.05,27045.35,27045.35
2019-01-01T10:04:00+0530,27047.6,27052.6,27041.45,27049.3
2019-01-01T10:05:00+0530,27050.15,27055.95,27047.7,27048.85
2019-01-01T10:06:00+0530,27050.15,27057.65,27047.4,27056.25
2019-01-01T10:07:00+0530,27057.05,27062.25,27051,27052.3
2019-01-01T10:08:00+0530,27051.35,27058.8,27049,27054
2019-01-01T10:09:00+0530,27053.6,27056.85,27052.25,27053.8
2019-01-01T10:10:00+0530,27054,27057.15,27051.45,27054.05
2019-01-01T10:11:00+0530,27053.3,27063.85,27052,27057
2019-01-01T10:12:00+0530,27060.15,27067.5,27057.5,27065.65
2019-01-01T10:13:00+0530,27067.4,27078.35,27067.4,27078.05
2019-01-01T10:14:00+0530,27077.65,27077.65,27067.95,27070.7
2019-01-01T10:15:00+0530,27071,27073.8,27061.3,27064.25
2019-01-01T10:16:00+0530,27065.2,27071.25,27064.4,27070
2019-01-01T10:17:00+0530,27072.85,27082.4,27070.75,27079.25
2019-01-01T10:18:00+0530,27079.25,27080.65,27069.7,27075.15
2019-01-01T10:19:00+0530,27078.7,27081.3,27075.9,27080.1
2019-01-01T10:20:00+0530,27078.85,27084.25,27073.2,27083.75
2019-01-01T10:21:00+0530,27081.35,27089.05,27080.7,27082.2
2019-01-01T10:22:00+0530,27082.2,27092.85,27082.2,27084.4
2019-01-01T10:23:00+0530,27084.4,27089.05,27075.7,27075.7
2019-01-01T10:24:00+0530,27075.1,27077.4,27069.65,27070.2
2019-01-01T10:25:00+0530,27073.25,27080.7,27065.85,27072.6
2019-01-01T10:26:00+0530,27073.2,27082.9,27073.2,27077.5
2019-01-01T10:27:00+0530,27078.65,27080.2,27074.15,27075.65
2019-01-01T10:28:00+0530,27078.75,27080,27075.85,27079.25
2019-01-01T10:29:00+0530,27079.45,27082.1,27076.9,27076.9
2019-01-01T10:30:00+0530,27078.2,27087.4,27076.25,27083.9
2019-01-01T10:31:00+0530,27083.55,27085.7,27077.9,27080.95
2019-01-01T10:32:00+0530,27081.6,27089.05,27080.25,27086.05
2019-01-01T10:33:00+0530,27084.95,27092.15,27084.95,27091.9
2019-01-01T10:34:00+0530,27090.65,27095,27085.8,27086.2
2019-01-01T10:35:00+0530,27084.6,27091.5,27080.3,27085.7
2019-01-01T10:36:00+0530,27085.1,27092.65,27083.3,27092.1
2019-01-01T10:37:00+0530,27090.35,27098.2,27084.5,27097.15
2019-01-01T10:38:00+0530,27097.05,27099.1,27088.1,27090.3
2019-01-01T10:39:00+0530,27091.7,27093.55,27074.8,27075.1
2019-01-01T10:40:00+0530,27075.3,27079.2,27067.8,27071.65
2019-01-01T10:41:00+0530,27072.45,27083.55,27064.95,27079.3
2019-01-01T10:42:00+0530,27079.3,27084.35,27071.1,27073.9
2019-01-01T10:43:00+0530,27072.15,27077.35,27067.3,27074.25
2019-01-01T10:44:00+0530,27074.05,27081.3,27073.3,27079.1
2019-01-01T10:45:00+0530,27077.85,27082.8,27076.75,27082.55
2019-01-01T10:46:00+0530,27081.95,27083.45,27073.65,27082.05
2019-01-01T10:47:00+0530,27082.15,27083,27074.1,27076.7
2019-01-01T10:48:00+0530,27075.75,27079.35,27072.55,27075.55
2019-01-01T10:49:00+0530,27075.25,27077.3,27057.45,27064.4
2019-01-01T10:50:00+0530,27064.4,27075.2,27057.65,27073.8
2019-01-01T10:51:00+0530,27074.65,27087.95,27074.65,27080.9
2019-01-01T10:52:00+0530,27080.8,27089.85,27075.6,27086.7
2019-01-01T10:53:00+0530,27085.75,27089.35,27080.15,27089.35
2019-01-01T10:54:00+0530,27087.15,27089.15,27080.85,27081.8
2019-01-01T10:55:00+0530,27083.7,27091.65,27080.15,27090.3
2019-01-01T10:56:00+0530,27090.7,27094.5,27087.1,27092.45
2019-01-01T10:57:00+0530,27090.8,27092.05,27082.4,27083.3
2019-01-01T10:58:00+0530,27084.9,27089.3,27081.2,27086.25
2019-01-01T10:59:00+0530,27086.25,27091.95,27084.85,27085.65
2019-01-01T11:00:00+0530,27082.85,27090.2,27082.35,27087.85
2019-01-01T11:01:00+0530,27086.15,27094.6,27086.15,27091.05
2019-01-01T11:02:00+0530,27091.85,27107.9,27091.05,27107.9
2019-01-01T11:03:00+0530,27107.85,27114.05,27105.75,27111.25
2019-01-01T11:04:00+0530,27111.95,27116.5,27105.35,27113.4
2019-01-01T11:05:00+0530,27112.35,27115.4,27101.5,27103.1
2019-01-01T11:06:00+0530,27103.35,27109.45,27098.75,27107.4
2019-01-01T11:07:00+0530,27108.1,27108.1,27098.2,27101
2019-01-01T11:08:00+0530,27099.6,27104.75,27095.9,27102.35
2019-01-01T11:09:00+0530,27101.85,27105.95,27095.8,27100.45
2019-01-01T11:10:00+0530,27099.6,27101.85,27094.25,27095.35
2019-01-01T11:11:00+0530,27095.65,27101.4,27094,27098.9
2019-01-01T11:12:00+0530,27097.95,27102.3,27097,27101.55
2019-01-01T11:13:00+0530,27101.2,27108.3,27099.3,27106.5
2019-01-01T11:14:00+0530,27105,27114.4,27101.3,27112.7
2019-01-01T11:15:00+0530,27111.75,27112.75,27106.15,27111.95
2019-01-01T11:16:00+0530,27111.55,27118.45,27110.65,27115.55
2019-01-01T11:17:00+0530,27117.3,27119.05,27113.1,27117.75
2019-01-01T11:18:00+0530,27118,27118.95,27112.15,27116.75
2019-01-01T11:19:00+0530,27113.65,27118.25,27110.4,27113.7
2019-01-01T11:20:00+0530,27113.55,27113.85,27107.35,27113
2019-01-01T11:21:00+0530,27112.95,27113.5,27105.45,27112.8
2019-01-01T11:22:00+0530,27114.3,27119.1,27110.1,27113.2
2019-01-01T11:23:00+0530,27109.05,27115.55,27103.2,27103.6
2019-01-01T11:24:00+0530,27104.35,27107.9,27091.15,27095.6
2019-01-01T11:25:00+0530,27095.75,27098.9,27093.1,27094.9
2019-01-01T11:26:00+0530,27093.95,27097.45,27093.1,27094.95
2019-01-01T11:27:00+0530,27094.45,27097,27088.85,27089.25
2019-01-01T11:28:00+0530,27089.05,27094.65,27085.35,27085.35
2019-01-01T11:29:00+0530,27085.8,27088.1,27081.6,27083.35
2019-01-01T11:30:00+0530,27084.25,27085.85,27081.25,27081.5
2019-01-01T11:31:00+0530,27081.9,27090.9,27080.65,27090.9
2019-01-01T11:32:00+0530,27089.4,27091.55,27084.7,27085.9
2019-01-01T11:33:00+0530,27085.9,27090.4,27084.25,27090.4
2019-01-01T11:34:00+0530,27090.2,27099.8,27089.7,27094.8
2019-01-01T11:35:00+0530,27094.25,27098.8,27094.05,27096.5
2019-01-01T11:36:00+0530,27098,27102.4,27094.9,27101.1
2019-01-01T11:37:00+0530,27101.2,27102.3,27097,27101.15
2019-01-01T11:38:00+0530,27101.7,27106.05,27100.15,27103
2019-01-01T11:39:00+0530,27102.8,27103.5,27096.2,27097.3
2019-01-01T11:40:00+0530,27097,27103.2,27093.4,27102.45
2019-01-01T11:41:00+0530,27103.15,27103.15,27096.35,27098.7
2019-01-01T11:42:00+0530,27098.25,27103.95,27096.65,27100.85
2019-01-01T11:43:00+0530,27101.8,27106.6,27099.75,27104.45
2019-01-01T11:44:00+0530,27103.2,27106.65,27098.1,27099.3
2019-01-01T11:45:00+0530,27100.5,27103.4,27097.45,27101.8
2019-01-01T11:46:00+0530,27101.8,27104.9,27099.15,27101.15
2019-01-01T11:47:00+0530,27101.3,27103.95,27095.3,27097.6
2019-01-01T11:48:00+0530,27097.35,27102.05,27095.85,27097.75
2019-01-01T11:49:00+0530,27098.35,27101.95,27097.55,27099.3
2019-01-01T11:50:00+0530,27099.1,27103.05,27098.4,27101.35
2019-01-01T11:51:00+0530,27102.25,27103.65,27099.55,27100.85
2019-01-01T11:52:00+0530,27103.25,27107.05,27099.35,27104.85
2019-01-01T11:53:00+0530,27104.35,27107.35,27100.8,27105.6
2019-01-01T11:54:00+0530,27105.6,27114,27104.65,27107.15
2019-01-01T11:55:00+0530,27107.7,27113.75,27106.5,27109.9
2019-01-01T11:56:00+0530,27109.3,27112.85,27109.2,27111.9
2019-01-01T11:57:00+0530,27111.6,27112.5,27107.8,27109.15
2019-01-01T11:58:00+0530,27108.85,27112.8,27107.05,27109.95
2019-01-01T11:59:00+0530,27109.85,27110.1,27106.2,27109.15
2019-01-01T12:00:00+0530,27108.95,27110.15,27105.55,27108.6
2019-01-01T12:01:00+0530,27109.85,27111.65,27106.55,27109.7
2019-01-01T12:02:00+0530,27109.7,27112.45,27109.05,27110.95
2019-01-01T12:03:00+0530,27110.95,27114.5,27110,27111.4
2019-01-01T12:04:00+0530,27112,27117.85,27110.85,27116.5
2019-01-01T12:05:00+0530,27117.8,27120.9,27113.75,27120.9
2019-01-01T12:06:00+0530,27122.85,27122.85,27115.1,27115.45
2019-01-01T12:07:00+0530,27115.65,27119.65,27115,27115.55
2019-01-01T12:08:00+0530,27115.35,27115.35,27110.05,27110.9
2019-01-01T12:09:00+0530,27110.8,27115.4,27110.45,27113
2019-01-01T12:10:00+0530,27112.6,27114.7,27110.05,27113.1
2019-01-01T12:11:00+0530,27114.25,27114.5,27106.55,27110.75
2019-01-01T12:12:00+0530,27110.75,27114.75,27109.5,27111.2
2019-01-01T12:13:00+0530,27111.2,27112.8,27108.65,27108.65
2019-01-01T12:14:00+0530,27107.85,27117.05,27106.4,27111.9
2019-01-01T12:15:00+0530,27114.4,27114.4,27106.9,27114.15
2019-01-01T12:16:00+0530,27112.65,27114.05,27107.65,27109.95
2019-01-01T12:17:00+0530,27108.85,27112.65,27108.45,27112.35
2019-01-01T12:18:00+0530,27111.9,27116.5,27108.85,27115.45
2019-01-01T12:19:00+0530,27114.2,27117.45,27111.4,27113.1
2019-01-01T12:20:00+0530,27113.3,27119.9,27112.25,27119.55
2019-01-01T12:21:00+0530,27120.95,27121.1,27103.35,27111.7
2019-01-01T12:22:00+0530,27113.5,27115.85,27104.45,27108.6
2019-01-01T12:23:00+0530,27108.55,27111.2,27103.7,27107.7
2019-01-01T12:24:00+0530,27108.1,27113.1,27104.9,27105.9
2019-01-01T12:25:00+0530,27106.1,27107.5,27100.35,27101.25
2019-01-01T12:26:00+0530,27101.05,27104.55,27098.6,27100.9
2019-01-01T12:27:00+0530,27101.1,27102.6,27097.3,27099.95
2019-01-01T12:28:00+0530,27100.95,27103.7,27096.35,27096.35
2019-01-01T12:29:00+0530,27096.35,27097.45,27086.55,27087.8
2019-01-01T12:30:00+0530,27087.95,27088.45,27082.7,27086.45
2019-01-01T12:31:00+0530,27085.75,27085.95,27071.8,27072.45
2019-01-01T12:32:00+0530,27072.45,27072.85,27065,27065.45
2019-01-01T12:33:00+0530,27065.45,27070.05,27061.4,27065.85
2019-01-01T12:34:00+0530,27066.4,27071.25,27063,27068.2
2019-01-01T12:35:00+0530,27068.9,27075.35,27066.75,27069.6
2019-01-01T12:36:00+0530,27071.65,27074.1,27060.4,27065
2019-01-01T12:37:00+0530,27066.4,27072.3,27062.95,27072.3
2019-01-01T12:38:00+0530,27071.65,27072.8,27066.3,27072.45
2019-01-01T12:39:00+0530,27072.05,27083,27070.4,27078.85
2019-01-01T12:40:00+0530,27078.15,27082.55,27075.6,27081.2
2019-01-01T12:41:00+0530,27078.1,27079.05,27074,27076.3
2019-01-01T12:42:00+0530,27075.1,27078.7,27072.65,27075.2
2019-01-01T12:43:00+0530,27076.3,27082.85,27075.45,27080.15
2019-01-01T12:44:00+0530,27079.15,27079.15,27070.75,27074.3
2019-01-01T12:45:00+0530,27072.8,27081.7,27072.8,27076
2019-01-01T12:46:00+0530,27075.95,27081.3,27071.75,27071.75
2019-01-01T12:47:00+0530,27073.05,27074.1,27064.1,27064.75
2019-01-01T12:48:00+0530,27067.8,27067.8,27057.9,27057.9
2019-01-01T12:49:00+0530,27059.1,27061.15,27054.75,27060.05
2019-01-01T12:50:00+0530,27060.05,27069.7,27056.25,27069.3
2019-01-01T12:51:00+0530,27068.4,27068.55,27059.8,27066.85
2019-01-01T12:52:00+0530,27066.3,27068,27064.25,27064.8
2019-01-01T12:53:00+0530,27065.2,27068.65,27061.45,27063.95
2019-01-01T12:54:00+0530,27064.35,27071.65,27062.9,27068.4
2019-01-01T12:55:00+0530,27068.4,27076.1,27067.35,27072.5
2019-01-01T12:56:00+0530,27072.05,27075.35,27070.95,27073.95
2019-01-01T12:57:00+0530,27071.75,27074.05,27068.6,27070.55
2019-01-01T12:58:00+0530,27070.1,27070.1,27061.95,27062.55
2019-01-01T12:59:00+0530,27062.3,27065.1,27061.5,27062.2
2019-01-01T13:00:00+0530,27062.35,27066.7,27059.5,27066.7
2019-01-01T13:01:00+0530,27066.3,27070,27065.7,27067.35
2019-01-01T13:02:00+0530,27067.3,27072.95,27067.3,27072.1
2019-01-01T13:03:00+0530,27071.35,27077.85,27070.15,27071.4
2019-01-01T13:04:00+0530,27071.45,27075.35,27069.9,27071.4
2019-01-01T13:05:00+0530,27071.8,27075.65,27071.7,27075.25
2019-01-01T13:06:00+0530,27075.45,27078.7,27075.15,27075.35
2019-01-01T13:07:00+0530,27075.35,27082.55,27075.35,27081.25
2019-01-01T13:08:00+0530,27081.25,27086.85,27078.55,27085.2
2019-01-01T13:09:00+0530,27084.1,27089.35,27074,27078.5
2019-01-01T13:10:00+0530,27079,27081.95,27076.8,27081.35
2019-01-01T13:11:00+0530,27083.2,27089.25,27082.3,27085.45
2019-01-01T13:12:00+0530,27085.95,27087.5,27080.75,27087.1
2019-01-01T13:13:00+0530,27087.45,27094.55,27086,27092.75
2019-01-01T13:14:00+0530,27092.35,27093.75,27088.8,27093.15
2019-01-01T13:15:00+0530,27093.45,27094.85,27090.5,27091.8
2019-01-01T13:16:00+0530,27091.5,27093.45,27088.05,27088.05
2019-01-01T13:17:00+0530,27089.55,27093.35,27085.05,27091.5
2019-01-01T13:18:00+0530,27089.75,27091.3,27082.95,27084.4
2019-01-01T13:19:00+0530,27085.55,27085.55,27078.7,27078.85
2019-01-01T13:20:00+0530,27080.3,27082.5,27079.05,27079.95
2019-01-01T13:21:00+0530,27079.6,27086.4,27078.95,27085.5
2019-01-01T13:22:00+0530,27085.4,27086,27082.95,27082.95
2019-01-01T13:23:00+0530,27083.1,27085.4,27079.4,27081.75
2019-01-01T13:24:00+0530,27080.95,27081.7,27075.65,27078.3
2019-01-01T13:25:00+0530,27078.3,27083.8,27077.5,27083.35
2019-01-01T13:26:00+0530,27082.85,27084.2,27078.85,27079.35
2019-01-01T13:27:00+0530,27080.6,27083.9,27078.5,27081.9
2019-01-01T13:28:00+0530,27081.9,27086.15,27080.3,27085.25
2019-01-01T13:29:00+0530,27084.95,27085.05,27081.75,27085.05
2019-01-01T13:30:00+0530,27084.8,27087.15,27083.1,27086.15
2019-01-01T13:31:00+0530,27085.1,27086.7,27082.65,27084.6
2019-01-01T13:32:00+0530,27085.35,27085.9,27080.65,27081.25
2019-01-01T13:33:00+0530,27081.45,27083.15,27079.95,27081.45
2019-01-01T13:34:00+0530,27081.6,27081.6,27063.8,27063.8
2019-01-01T13:35:00+0530,27063.9,27065.4,27044.5,27048.25
2019-01-01T13:36:00+0530,27044.4,27044.4,27034.4,27039.5
2019-01-01T13:37:00+0530,27039.6,27048.55,27038.65,27039.3
2019-01-01T13:38:00+0530,27039.9,27042.5,27021.55,27028.85
2019-01-01T13:39:00+0530,27030.65,27047,27024.15,27047
2019-01-01T13:40:00+0530,27046.4,27046.4,27033.6,27038.6
2019-01-01T13:41:00+0530,27038.15,27038.15,27024.15,27029.7
2019-01-01T13:42:00+0530,27029.2,27033.1,27025,27030.6
2019-01-01T13:43:00+0530,27030.7,27044.9,27029.6,27044.9
2019-01-01T13:44:00+0530,27044,27047.15,27040.7,27043.2
2019-01-01T13:45:00+0530,27045.75,27050.8,27040.65,27043.75
2019-01-01T13:46:00+0530,27043,27046.25,27037.7,27041.8
2019-01-01T13:47:00+0530,27039.25,27043.75,27035.85,27041.8
2019-01-01T13:48:00+0530,27042.15,27048.05,27039.35,27044.6
2019-01-01T13:49:00+0530,27045.95,27052.15,27043.7,27050.7
2019-01-01T13:50:00+0530,27051.55,27063.1,27051.55,27062.1
2019-01-01T13:51:00+0530,27062.6,27066.75,27056.2,27064.3
2019-01-01T13:52:00+0530,27064.2,27064.2,27054.05,27056.95
2019-01-01T13:53:00+0530,27056.8,27059.7,27052.85,27059.65
2019-01-01T13:54:00+0530,27058.95,27060.05,27053.3,27057.95
2019-01-01T13:55:00+0530,27056.45,27061.9,27055.2,27060.1
2019-01-01T13:56:00+0530,27059.85,27064.25,27052.45,27052.45
2019-01-01T13:57:00+0530,27055.25,27064.95,27055,27058.25
2019-01-01T13:58:00+0530,27060.05,27067.1,27060.05,27065.25
2019-01-01T13:59:00+0530,27062.9,27068.85,27055.15,27062.35
2019-01-01T14:00:00+0530,27062.45,27067.05,27057,27058.55
2019-01-01T14:01:00+0530,27058.1,27072.55,27058.1,27070.8
2019-01-01T14:02:00+0530,27070.6,27076.9,27067.85,27072.1
2019-01-01T14:03:00+0530,27071.3,27078.35,27071.3,27074
2019-01-01T14:04:00+0530,27073.8,27083.25,27073.3,27076.55
2019-01-01T14:05:00+0530,27075.8,27081.1,27075.6,27077.95
2019-01-01T14:06:00+0530,27076.25,27087.45,27075.55,27085.4
2019-01-01T14:07:00+0530,27087.05,27099.15,27087.05,27097
2019-01-01T14:08:00+0530,27097.05,27100.35,27089.7,27095.05
2019-01-01T14:09:00+0530,27095.75,27099.55,27091.2,27094.25
2019-01-01T14:10:00+0530,27092.75,27098.95,27084.95,27084.95
2019-01-01T14:11:00+0530,27086.85,27091.95,27073.55,27073.55
2019-01-01T14:12:00+0530,27073.95,27079.45,27071.85,27075.7
2019-01-01T14:13:00+0530,27076.35,27084.85,27073.2,27076.3
2019-01-01T14:14:00+0530,27076.4,27081.5,27073.35,27080.65
2019-01-01T14:15:00+0530,27081.05,27083.95,27076.6,27078.1
2019-01-01T14:16:00+0530,27077.4,27092.05,27077.4,27090.5
2019-01-01T14:17:00+0530,27091.2,27102.3,27091.2,27100
2019-01-01T14:18:00+0530,27096.3,27107.2,27094.2,27100.05
2019-01-01T14:19:00+0530,27100.4,27108.3,27097.65,27107.2
2019-01-01T14:20:00+0530,27106.45,27112.6,27103.65,27108.25
2019-01-01T14:21:00+0530,27107.45,27112.4,27103.55,27103.55
2019-01-01T14:22:00+0530,27104.3,27106.55,27094.85,27099.8
2019-01-01T14:23:00+0530,27096.9,27104.15,27096.65,27103.45
2019-01-01T14:24:00+0530,27102.75,27106.75,27100.25,27103.2
2019-01-01T14:25:00+0530,27102.9,27110.65,27102.4,27106.1
2019-01-01T14:26:00+0530,27105.9,27111.25,27098.65,27101.05
2019-01-01T14:27:00+0530,27102.15,27117.55,27102.15,27115.3
2019-01-01T14:28:00+0530,27115.4,27148.35,27115.4,27147.4
2019-01-01T14:29:00+0530,27147.95,27188.25,27147.8,27188.25
2019-01-01T14:30:00+0530,27186.85,27195.7,27179.8,27194.15
2019-01-01T14:31:00+0530,27193.6,27240.15,27193.6,27238.1
2019-01-01T14:32:00+0530,27237.5,27269.05,27232.6,27260.75
2019-01-01T14:33:00+0530,27262.55,27267.5,27219.55,27220.05
2019-01-01T14:34:00+0530,27219.1,27233.7,27219.1,27232.2
2019-01-01T14:35:00+0530,27234,27262.8,27230.2,27262.8
2019-01-01T14:36:00+0530,27260.8,27265.5,27242.05,27242.05
2019-01-01T14:37:00+0530,27245.5,27252.05,27234.15,27237.9
2019-01-01T14:38:00+0530,27241.75,27264.9,27241.75,27255.45
2019-01-01T14:39:00+0530,27255.25,27283.6,27255.25,27279.2
2019-01-01T14:40:00+0530,27277,27285.05,27271.7,27273.85
2019-01-01T14:41:00+0530,27271.1,27284.7,27271.1,27276.95
2019-01-01T14:42:00+0530,27274.7,27277.35,27265.25,27272.5
2019-01-01T14:43:00+0530,27272.35,27291.1,27272.35,27291
2019-01-01T14:44:00+0530,27291.25,27308.85,27289.95,27294.15
2019-01-01T14:45:00+0530,27294.1,27309.3,27294.1,27307.1
2019-01-01T14:46:00+0530,27307.65,27317.75,27302.8,27313.45
2019-01-01T14:47:00+0530,27313.75,27325.85,27310.2,27312.2
2019-01-01T14:48:00+0530,27313.2,27323.5,27310.15,27320.55
2019-01-01T14:49:00+0530,27320.9,27329.4,27316.8,27328.2
2019-01-01T14:50:00+0530,27327.1,27332.35,27309,27313.65
2019-01-01T14:51:00+0530,27314.05,27320.8,27308.85,27313.45
2019-01-01T14:52:00+0530,27313.05,27329.65,27313.05,27323.85
2019-01-01T14:53:00+0530,27322.15,27326.3,27304.55,27308
2019-01-01T14:54:00+0530,27306.65,27311.25,27299.7,27311.25
2019-01-01T14:55:00+0530,27310,27323.65,27310,27323.35
2019-01-01T14:56:00+0530,27320.75,27332.5,27320.15,27329.8
2019-01-01T14:57:00+0530,27331.7,27338.95,27328.25,27336.25
2019-01-01T14:58:00+0530,27337.45,27356.35,27337.45,27348.2
2019-01-01T14:59:00+0530,27351.9,27354.8,27342.45,27346.35
2019-01-01T15:00:00+0530,27346.1,27351.5,27343.35,27345.75
2019-01-01T15:01:00+0530,27345.85,27350.1,27332.6,27335.75
2019-01-01T15:02:00+0530,27332.15,27337.5,27326.05,27334.2
2019-01-01T15:03:00+0530,27335,27350.15,27333.65,27348.35
2019-01-01T15:04:00+0530,27347,27361.65,27343.35,27361.65
2019-01-01T15:05:00+0530,27359.25,27380.4,27359.25,27378.85
2019-01-01T15:06:00+0530,27378.35,27387.25,27370.45,27376.9
2019-01-01T15:07:00+0530,27377.05,27382.15,27370.6,27382
2019-01-01T15:08:00+0530,27380.05,27383.2,27373.55,27377.75
2019-01-01T15:09:00+0530,27374.75,27383.15,27374.45,27381.55
2019-01-01T15:10:00+0530,27379.6,27395.1,27379.6,27387.5
2019-01-01T15:11:00+0530,27389.05,27392.1,27381.4,27389.75
2019-01-01T15:12:00+0530,27390.6,27391.65,27382.15,27384
2019-01-01T15:13:00+0530,27385.95,27391.1,27382.15,27388.15
2019-01-01T15:14:00+0530,27388.25,27390.75,27378,27386.8
2019-01-01T15:15:00+0530,27385,27391.7,27380,27391.35
2019-01-01T15:16:00+0530,27383.75,27399.55,27383.75,27391.3
2019-01-01T15:17:00+0530,27390.4,27407.3,27389.05,27400.05
2019-01-01T15:18:00+0530,27398.45,27406.85,27396,27399.7
2019-01-01T15:19:00+0530,27398.4,27406,27398.4,27400.35
2019-01-01T15:20:00+0530,27400.1,27405.1,27396.15,27401.3
2019-01-01T15:21:00+0530,27396.65,27407.1,27395.9,27404.55
2019-01-01T15:22:00+0530,27401,27411.45,27399.25,27403.35
2019-01-01T15:23:00+0530,27415,27420.9,27405.6,27419.9
2019-01-01T15:24:00+0530,27422.05,27428.85,27414.4,27421.95
2019-01-01T15:25:00+0530,27427,27427,27404.45,27408.25
2019-01-01T15:26:00+0530,27404.55,27412.3,27397.5,27410.2
2019-01-01T15:27:00+0530,27407.1,27414.2,27404.75,27414.2
2019-01-01T15:28:00+0530,27404.7,27418.65,27398.25,27411.8
2019-01-01T15:29:00+0530,27413,27422.35,27397.85,27411.15
2019-01-02T09:15:00+0530,27297,27299,27212.5,27219.4
2019-01-02T09:16:00+0530,27218.05,27244.6,27208.55,27244.6
2019-01-02T09:17:00+0530,27244.1,27262,27244.1,27259.55
2019-01-02T09:18:00+0530,27256.65,27274.95,27256.6,27274.85
2019-01-02T09:19:00+0530,27278.45,27311.7,27274.75,27304.65
2019-01-02T09:20:00+0530,27308.4,27332.75,27305.95,27332.75
2019-01-02T09:21:00+0530,27332.95,27346.8,27325.95,27336.35
2019-01-02T09:22:00+0530,27334.4,27337.6,27320.2,27330.45
2019-01-02T09:23:00+0530,27326.55,27341.45,27318.3,27340.05
2019-01-02T09:24:00+0530,27342.8,27354.7,27337.35,27339.2
2019-01-02T09:25:00+0530,27339.65,27342.9,27325.2,27342.9
2019-01-02T09:26:00+0530,27344.2,27361.05,27343.75,27345.9
2019-01-02T09:27:00+0530,27345.55,27358.15,27340.55,27347.15
2019-01-02T09:28:00+0530,27347.55,27349.1,27332.95,27335
2019-01-02T09:29:00+0530,27335.05,27338.3,27324.05,27326.7
2019-01-02T09:30:00+0530,27327.8,27331.4,27321.95,27326.35
2019-01-02T09:31:00+0530,27327,27329.55,27298.75,27302.25
